Gender,Program,SchoolType,Reason,Unknown,Period,Val
總計,博士班,公立,因論文撰寫,-,10600,1007.000
總計,博士班,公立,因適應不良,-,10600,2.000
總計,博士班,公立,因家人傷病,-,10600,94.000
總計,博士班,公立,因考試訓練,-,10600,13.000
總計,博士班,公立,其他,-,10600,1307.000
總計,博士班,私立,總計,-,10600,1536.000
總計,博士班,私立,因傷病,-,10600,91.000
總計,博士班,私立,因經濟困難,-,10600,79.000
總計,博士班,私立,因學業志趣,-,10600,50.000
總計,博士班,私立,因工作需求,-,10600,511.000
總計,博士班,私立,因懷孕,-,10600,14.000
總計,博士班,私立,因育嬰,-,10600,108.000
總計,博士班,私立,其他原因,-,10600,683.000
總計,博士班,私立,因學業成績不佳,-,10600,32.000
總計,博士班,私立,因志趣不合,-,10600,18.000
總計,博士班,私立,因兵役,-,10600,18.000
總計,博士班,私立,因出國,-,10600,26.000
總計,博士班,私立,因論文撰寫,-,10600,298.000
總計,博士班,私立,因家人傷病,-,10600,26.000
總計,博士班,私立,因考試訓練,-,10600,1.000
總計,博士班,私立,其他,-,10600,314.000
女,碩士在職,總計,總計,-,10600,5187.000
女,碩士在職,總計,因傷病,-,10600,302.000
男,二專日間,總計,因兵役,-,10600,8.000
男,二專日間,總計,因出國,-,10600,1.000
男,二專日間,總計,因適應不良,-,10600,4.000
男,二專日間,總計,因家人傷病,-,10600,1.000
男,二專日間,總計,因考試訓練,-,10600,3.000
男,二專日間,總計,其他,-,10600,30.000
男,二專日間,公立,總計,-,10600,35.000
男,二專日間,公立,因傷病,-,10600,5.000
男,二專日間,公立,因經濟困難,-,10600,5.000
男,二專日間,公立,因學業志趣,-,10600,8.000
男,二專日間,公立,因工作需求,-,10600,4.000
男,二專日間,公立,其他原因,-,10600,13.000
男,二專日間,公立,因志趣不合,-,10600,8.000
男,二專日間,公立,因適應不良,-,10600,4.000
男,二專日間,公立,因家人傷病,-,10600,1.000
男,二專日間,公立,因考試訓練,-,10600,3.000
男,二專日間,公立,其他,-,10600,5.000
男,二專日間,私立,總計,-,10600,45.000
男,二專日間,私立,因經濟困難,-,10600,4.000
男,二專日間,私立,因學業志趣,-,10600,2.000
男,二專日間,私立,因工作需求,-,10600,5.000
男,二專日間,私立,其他原因,-,10600,34.000
男,二專日間,私立,因志趣不合,-,10600,2.000
男,二專日間,私立,因兵役,-,10600,8.000
男,二專日間,私立,因出國,-,10600,1.000
男,二專日間,私立,其他,-,10600,25.000
男,二專日間,總計,總計,-,10700,64.000
男,二專日間,總計,因傷病,-,10700,3.000
男,二專日間,總計,因經濟困難,-,10700,13.000
男,二專日間,總計,因學業志趣,-,10700,21.000
男,二專日間,總計,因工作需求,-,10700,10.000
男,二專日間,總計,其他原因,-,10700,17.000
男,二專日間,總計,因學業成績不佳,-,10700,1.000
男,二專日間,總計,因志趣不合,-,10700,20.000
男,二專日間,總計,因兵役,-,10700,2.000
男,二專日間,總計,因適應不良,-,10700,3.000
男,二專日間,總計,因考試訓練,-,10700,1.000
男,二專日間,總計,其他,-,10700,11.000
男,二專日間,公立,總計,-,10700,35.000
男,二專日間,公立,因傷病,-,10700,2.000
男,二專日間,公立,因經濟困難,-,10700,9.000
男,二專日間,公立,因學業志趣,-,10700,12.000
男,二專日間,公立,因工作需求,-,10700,4.000
男,二專日間,公立,其他原因,-,10700,8.000
男,二專日間,公立,因志趣不合,-,10700,12.000
男,二專日間,公立,因適應不良,-,10700,3.000
男,二專日間,公立,因考試訓練,-,10700,1.000
男,二專日間,公立,其他,-,10700,4.000
男,二專日間,私立,總計,-,10700,29.000
男,二專日間,私立,因傷病,-,10700,1.000
男,二專日間,私立,因經濟困難,-,10700,4.000
男,二專日間,私立,因學業志趣,-,10700,9.000
男,二專日間,私立,因工作需求,-,10700,6.000
男,二專日間,私立,其他原因,-,10700,9.000
男,二專日間,私立,因學業成績不佳,-,10700,1.000
男,二專日間,私立,因志趣不合,-,10700,8.000
男,二專日間,私立,因兵役,-,10700,2.000
男,二專日間,私立,其他,-,10700,7.000
總計,碩士在職,總計,因考試訓練,-,10700,42.000
總計,碩士在職,總計,其他,-,10700,1462.000
總計,碩士在職,公立,總計,-,10700,7013.000
總計,碩士在職,公立,因傷病,-,10700,239.000
總計,碩士在職,公立,因經濟困難,-,10700,110.000
總計,碩士在職,公立,因學業志趣,-,10700,233.000
總計,碩士在職,公立,因工作需求,-,10700,3261.000
總計,碩士在職,公立,因懷孕,-,10700,160.000
總計,碩士在職,公立,因育嬰,-,10700,953.000
總計,碩士在職,公立,其他原因,-,10700,2057.000
總計,碩士在職,公立,因學業成績不佳,-,10700,92.000
總計,碩士在職,公立,因志趣不合,-,10700,141.000
總計,碩士在職,公立,因兵役,-,10700,6.000
總計,碩士在職,公立,因出國,-,10700,57.000
總計,碩士在職,公立,因論文撰寫,-,10700,952.000
總計,碩士在職,公立,因適應不良,-,10700,4.000
總計,碩士在職,公立,因家人傷病,-,10700,197.000
總計,碩士在職,公立,因考試訓練,-,10700,28.000
總計,碩士在職,公立,其他,-,10700,813.000
總計,碩士在職,私立,總計,-,10700,3886.000
總計,碩士在職,私立,因傷病,-,10700,179.000
總計,碩士在職,私立,因經濟困難,-,10700,74.000
總計,碩士在職,私立,因學業志趣,-,10700,42.000
總計,碩士在職,私立,因工作需求,-,10700,1967.000
總計,碩士在職,私立,因懷孕,-,10700,62.000
總計,碩士在職,私立,因育嬰,-,10700,298.000
總計,碩士在職,私立,其他原因,-,10700,1264.000
總計,碩士在職,私立,因學業成績不佳,-,10700,14.000
總計,碩士在職,私立,因志趣不合,-,10700,28.000
總計,碩士在職,私立,因兵役,-,10700,21.000
總計,碩士在職,私立,因出國,-,10700,36.000
總計,碩士在職,私立,因論文撰寫,-,10700,453.000
總計,碩士在職,私立,因適應不良,-,10700,2.000
總計,碩士在職,私立,因家人傷病,-,10700,89.000
總計,碩士在職,私立,因考試訓練,-,10700,14.000
總計,碩士在職,私立,其他,-,10700,649.000
總計,博士班,總計,總計,-,10700,7337.000
總計,博士班,總計,因傷病,-,10700,338.000
總計,博士班,總計,因經濟困難,-,10700,159.000
總計,博士班,總計,因學業志趣,-,10700,237.000
總計,博士班,總計,因工作需求,-,10700,2203.000
總計,博士班,總計,因懷孕,-,10700,83.000
總計,博士班,總計,因育嬰,-,10700,947.000
總計,博士班,總計,其他原因,-,10700,3370.000
總計,博士班,總計,因學業成績不佳,-,10700,167.000
總計,博士班,總計,因志趣不合,-,10700,70.000
總計,博士班,總計,因兵役,-,10700,163.000
總計,博士班,總計,因出國,-,10700,140.000
總計,博士班,總計,因論文撰寫,-,10700,1623.000
總計,博士班,總計,因適應不良,-,10700,6.000
總計,博士班,總計,因家人傷病,-,10700,201.000
總計,博士班,總計,因考試訓練,-,10700,25.000
總計,博士班,總計,其他,-,10700,1212.000
總計,博士班,公立,總計,-,10700,5801.000
總計,博士班,公立,因傷病,-,10700,242.000
總計,博士班,公立,因經濟困難,-,10700,124.000
總計,博士班,公立,因學業志趣,-,10700,214.000
總計,博士班,公立,因工作需求,-,10700,1658.000
總計,博士班,公立,因懷孕,-,10700,71.000
總計,博士班,公立,因育嬰,-,10700,851.000
總計,博士班,公立,其他原因,-,10700,2641.000
總計,博士班,公立,因學業成績不佳,-,10700,151.000
總計,博士班,公立,因志趣不合,-,10700,63.000
總計,博士班,公立,因兵役,-,10700,136.000
總計,博士班,公立,因出國,-,10700,112.000
總計,博士班,公立,因論文撰寫,-,10700,1208.000
總計,博士班,公立,因適應不良,-,10700,6.000
總計,博士班,公立,因家人傷病,-,10700,160.000
總計,博士班,公立,因考試訓練,-,10700,19.000
總計,博士班,公立,其他,-,10700,1000.000
總計,博士班,私立,總計,-,10700,1536.000
總計,博士班,私立,因傷病,-,10700,96.000
總計,博士班,私立,因經濟困難,-,10700,35.000
總計,博士班,私立,因學業志趣,-,10700,23.000
總計,博士班,私立,因工作需求,-,10700,545.000
總計,博士班,私立,因懷孕,-,10700,12.000
總計,博士班,私立,因育嬰,-,10700,96.000
總計,博士班,私立,其他原因,-,10700,729.000
總計,博士班,私立,因學業成績不佳,-,10700,16.000
總計,博士班,私立,因志趣不合,-,10700,7.000
總計,博士班,私立,因兵役,-,10700,27.000
總計,博士班,私立,因出國,-,10700,28.000
總計,博士班,私立,因論文撰寫,-,10700,415.000
總計,博士班,私立,因家人傷病,-,10700,41.000
總計,博士班,私立,因考試訓練,-,10700,6.000
總計,博士班,私立,其他,-,10700,212.000
女,二專日間,總計,總計,-,10700,50.000
女,二專日間,總計,因傷病,-,10700,1.000
女,二專日間,總計,因經濟困難,-,10700,5.000
女,二專日間,總計,因學業志趣,-,10700,30.000
女,二專日間,總計,因工作需求,-,10700,5.000
女,二專日間,總計,其他原因,-,10700,9.000
女,二專日間,總計,因學業成績不佳,-,10700,2.000
女,二專日間,總計,因志趣不合,-,10700,28.000
女,二專日間,總計,因適應不良,-,10700,1.000
女,二專日間,總計,其他,-,10700,8.000
女,二專日間,公立,總計,-,10700,30.000
女,二專日間,公立,因傷病,-,10700,1.000
女,二專日間,公立,因經濟困難,-,10700,4.000
女,二專日間,公立,因學業志趣,-,10700,18.000
女,二專日間,公立,因工作需求,-,10700,1.000
女,二專日間,公立,其他原因,-,10700,6.000
女,二專日間,公立,因志趣不合,-,10700,18.000
女,二專日間,公立,因適應不良,-,10700,1.000
女,二專日間,公立,其他,-,10700,5.000
女,二專日間,私立,總計,-,10700,20.000
女,二專日間,私立,因經濟困難,-,10700,1.000
女,二專日間,私立,因學業志趣,-,10700,12.000
女,二專日間,私立,因工作需求,-,10700,4.000
女,二專日間,私立,其他原因,-,10700,3.000
女,二專日間,私立,因學業成績不佳,-,10700,2.000
女,二專日間,私立,因志趣不合,-,10700,10.000
女,二專日間,私立,其他,-,10700,3.000
總計,碩士在職,總計,總計,-,10700,10899.000
總計,碩士在職,總計,因傷病,-,10700,418.000
總計,碩士在職,總計,因經濟困難,-,10700,184.000
總計,碩士在職,總計,因學業志趣,-,10700,275.000
總計,碩士在職,總計,因工作需求,-,10700,5228.000
總計,碩士在職,總計,因懷孕,-,10700,222.000
總計,碩士在職,總計,因育嬰,-,10700,1251.000
總計,碩士在職,總計,其他原因,-,10700,3321.000
總計,碩士在職,總計,因學業成績不佳,-,10700,106.000
總計,碩士在職,總計,因志趣不合,-,10700,169.000
總計,碩士在職,總計,因兵役,-,10700,27.000
總計,碩士在職,總計,因出國,-,10700,93.000
總計,碩士在職,總計,因論文撰寫,-,10700,1405.000
總計,碩士在職,總計,因適應不良,-,10700,6.000
總計,碩士在職,總計,因家人傷病,-,10700,286.000
男,博士班,總計,總計,-,10700,4612.000
男,博士班,總計,因傷病,-,10700,179.000
男,博士班,總計,因經濟困難,-,10700,115.000
男,博士班,總計,因學業志趣,-,10700,156.000
男,博士班,總計,因工作需求,-,10700,1446.000
男,博士班,總計,因育嬰,-,10700,525.000
男,博士班,總計,其他原因,-,10700,2191.000
男,博士班,總計,因學業成績不佳,-,10700,119.000
男,博士班,總計,因志趣不合,-,10700,37.000
男,博士班,總計,因兵役,-,10700,162.000
男,博士班,總計,因出國,-,10700,84.000
男,博士班,總計,因論文撰寫,-,10700,1021.000
男,博士班,總計,因適應不良,-,10700,2.000
男,博士班,總計,因家人傷病,-,10700,118.000
男,博士班,總計,因考試訓練,-,10700,19.000
男,博士班,總計,其他,-,10700,785.000
男,博士班,公立,總計,-,10700,3684.000
男,博士班,公立,因傷病,-,10700,128.000
男,博士班,公立,因經濟困難,-,10700,86.000
男,博士班,公立,因學業志趣,-,10700,141.000
男,博士班,公立,因工作需求,-,10700,1109.000
男,博士班,公立,因育嬰,-,10700,476.000
男,博士班,公立,其他原因,-,10700,1744.000
男,博士班,公立,因學業成績不佳,-,10700,109.000
男,博士班,公立,因志趣不合,-,10700,32.000
男,博士班,公立,因兵役,-,10700,135.000
男,博士班,公立,因出國,-,10700,68.000
男,博士班,公立,因論文撰寫,-,10700,770.000
男,博士班,公立,因適應不良,-,10700,2.000
男,博士班,公立,因家人傷病,-,10700,96.000
男,博士班,公立,因考試訓練,-,10700,15.000
男,博士班,公立,其他,-,10700,658.000
男,博士班,私立,總計,-,10700,928.000
男,博士班,私立,因傷病,-,10700,51.000
男,博士班,私立,因經濟困難,-,10700,29.000
男,博士班,私立,因學業志趣,-,10700,15.000
男,博士班,私立,因工作需求,-,10700,337.000
男,博士班,私立,因育嬰,-,10700,49.000
男,博士班,私立,其他原因,-,10700,447.000
男,博士班,私立,因學業成績不佳,-,10700,10.000
男,博士班,私立,因志趣不合,-,10700,5.000
男,博士班,私立,因兵役,-,10700,27.000
男,博士班,私立,因出國,-,10700,16.000
男,博士班,私立,因論文撰寫,-,10700,251.000
男,博士班,私立,因家人傷病,-,10700,22.000
男,博士班,私立,因考試訓練,-,10700,4.000
男,博士班,私立,其他,-,10700,127.000
女,碩士在職,總計,總計,-,10700,5378.000
女,碩士在職,總計,因傷病,-,10700,265.000
女,碩士在職,總計,因經濟困難,-,10700,81.000
女,碩士在職,總計,因學業志趣,-,10700,115.000
女,碩士在職,總計,因工作需求,-,10700,2160.000
女,碩士在職,總計,因懷孕,-,10700,222.000
女,碩士在職,總計,因育嬰,-,10700,791.000
女,碩士在職,總計,其他原因,-,10700,1744.000
女,碩士在職,總計,因學業成績不佳,-,10700,46.000
女,碩士在職,總計,因志趣不合,-,10700,69.000
女,碩士在職,總計,因兵役,-,10700,2.000
女,碩士在職,總計,因出國,-,10700,44.000
女,碩士在職,總計,因論文撰寫,-,10700,751.000
女,碩士在職,總計,因適應不良,-,10700,2.000
女,碩士在職,總計,因家人傷病,-,10700,158.000
女,碩士在職,總計,因考試訓練,-,10700,23.000
女,碩士在職,總計,其他,-,10700,764.000
女,碩士在職,公立,總計,-,10700,3473.000
女,碩士在職,公立,因傷病,-,10700,144.000
女,碩士在職,公立,因經濟困難,-,10700,46.000
女,碩士在職,公立,因學業志趣,-,10700,96.000
女,碩士在職,公立,因工作需求,-,10700,1334.000
女,碩士在職,公立,因懷孕,-,10700,160.000
女,碩士在職,公立,因育嬰,-,10700,596.000
女,碩士在職,公立,其他原因,-,10700,1097.000
女,碩士在職,公立,因學業成績不佳,-,10700,42.000
女,碩士在職,公立,因志趣不合,-,10700,54.000
女,碩士在職,公立,因出國,-,10700,28.000
女,碩士在職,公立,因論文撰寫,-,10700,504.000
女,碩士在職,公立,因適應不良,-,10700,2.000
女,碩士在職,公立,因家人傷病,-,10700,110.000
女,碩士在職,公立,因考試訓練,-,10700,13.000
女,碩士在職,公立,其他,-,10700,440.000
女,碩士在職,私立,總計,-,10700,1905.000
女,碩士在職,私立,因傷病,-,10700,121.000
女,碩士在職,私立,因經濟困難,-,10700,35.000
女,碩士在職,私立,因學業志趣,-,10700,19.000
女,碩士在職,私立,因工作需求,-,10700,826.000
女,碩士在職,私立,因懷孕,-,10700,62.000
女,碩士在職,私立,因育嬰,-,10700,195.000
女,碩士在職,私立,其他原因,-,10700,647.000
女,碩士在職,私立,因學業成績不佳,-,10700,4.000
女,碩士在職,私立,因志趣不合,-,10700,15.000
女,碩士在職,私立,因兵役,-,10700,2.000
女,碩士在職,私立,因出國,-,10700,16.000
女,碩士在職,私立,因論文撰寫,-,10700,247.000
女,碩士在職,私立,因家人傷病,-,10700,48.000
女,碩士在職,私立,因考試訓練,-,10700,10.000
女,碩士在職,私立,其他,-,10700,324.000
男,碩士在職,總計,總計,-,10700,5521.000
男,碩士在職,總計,因傷病,-,10700,153.000
男,碩士在職,總計,因經濟困難,-,10700,103.000
男,碩士在職,總計,因學業志趣,-,10700,160.000
男,碩士在職,總計,因工作需求,-,10700,3068.000
男,碩士在職,總計,因育嬰,-,10700,460.000
男,碩士在職,總計,其他原因,-,10700,1577.000
男,碩士在職,總計,因學業成績不佳,-,10700,60.000
男,碩士在職,總計,因志趣不合,-,10700,100.000
男,碩士在職,總計,因兵役,-,10700,25.000
男,碩士在職,總計,因出國,-,10700,49.000
男,碩士在職,總計,因論文撰寫,-,10700,654.000
男,碩士在職,總計,因適應不良,-,10700,4.000
男,碩士在職,總計,因家人傷病,-,10700,128.000
男,碩士在職,總計,因考試訓練,-,10700,19.000
男,碩士在職,總計,其他,-,10700,698.000
男,碩士在職,公立,總計,-,10700,3540.000
男,碩士在職,公立,因傷病,-,10700,95.000
男,碩士在職,公立,因經濟困難,-,10700,64.000
男,碩士在職,公立,因學業志趣,-,10700,137.000
男,碩士在職,公立,因工作需求,-,10700,1927.000
男,碩士在職,公立,因育嬰,-,10700,357.000
男,碩士在職,公立,其他原因,-,10700,960.000
男,碩士在職,公立,因學業成績不佳,-,10700,50.000
男,碩士在職,公立,因志趣不合,-,10700,87.000
男,碩士在職,公立,因兵役,-,10700,6.000
男,碩士在職,公立,因出國,-,10700,29.000
男,碩士在職,公立,因論文撰寫,-,10700,448.000
男,碩士在職,公立,因適應不良,-,10700,2.000
男,碩士在職,公立,因家人傷病,-,10700,87.000
男,碩士在職,公立,因考試訓練,-,10700,15.000
男,碩士在職,公立,其他,-,10700,373.000
男,碩士在職,私立,總計,-,10700,1981.000
男,碩士在職,私立,因傷病,-,10700,58.000
男,碩士在職,私立,因經濟困難,-,10700,39.000
男,碩士在職,私立,因學業志趣,-,10700,23.000
男,碩士在職,私立,因工作需求,-,10700,1141.000
男,碩士在職,私立,因育嬰,-,10700,103.000
男,碩士在職,私立,其他原因,-,10700,617.000
男,碩士在職,私立,因學業成績不佳,-,10700,10.000
男,碩士在職,私立,因志趣不合,-,10700,13.000
男,碩士在職,私立,因兵役,-,10700,19.000
男,碩士在職,私立,因出國,-,10700,20.000
男,碩士在職,私立,因論文撰寫,-,10700,206.000
男,碩士在職,私立,因適應不良,-,10700,2.000
男,碩士在職,私立,因家人傷病,-,10700,41.000
男,碩士在職,私立,因考試訓練,-,10700,4.000
男,碩士在職,私立,其他,-,10700,325.000
女,博士班,總計,總計,-,10700,2725.000
女,博士班,總計,因傷病,-,10700,159.000
女,博士班,總計,因經濟困難,-,10700,44.000
女,博士班,總計,因學業志趣,-,10700,81.000
女,博士班,總計,因工作需求,-,10700,757.000
女,博士班,總計,因懷孕,-,10700,83.000
女,博士班,總計,因育嬰,-,10700,422.000
女,博士班,總計,其他原因,-,10700,1179.000
女,博士班,總計,因學業成績不佳,-,10700,48.000
女,博士班,總計,因志趣不合,-,10700,33.000
女,博士班,總計,因兵役,-,10700,1.000
女,博士班,總計,因出國,-,10700,56.000
女,博士班,總計,因論文撰寫,-,10700,602.000
女,博士班,總計,因適應不良,-,10700,4.000
女,博士班,總計,因家人傷病,-,10700,83.000
女,博士班,總計,因考試訓練,-,10700,6.000
女,博士班,總計,其他,-,10700,427.000
女,博士班,公立,總計,-,10700,2117.000
女,博士班,公立,因傷病,-,10700,114.000
女,博士班,公立,因經濟困難,-,10700,38.000
女,博士班,公立,因學業志趣,-,10700,73.000
女,博士班,公立,因工作需求,-,10700,549.000
女,博士班,公立,因懷孕,-,10700,71.000
女,博士班,公立,因育嬰,-,10700,375.000
女,博士班,公立,其他原因,-,10700,897.000
女,博士班,公立,因學業成績不佳,-,10700,42.000
女,博士班,公立,因志趣不合,-,10700,31.000
女,博士班,公立,因兵役,-,10700,1.000
女,博士班,公立,因出國,-,10700,44.000
女,博士班,公立,因論文撰寫,-,10700,438.000
女,博士班,公立,因適應不良,-,10700,4.000
女,博士班,公立,因家人傷病,-,10700,64.000
女,博士班,公立,因考試訓練,-,10700,4.000
女,博士班,公立,其他,-,10700,342.000
女,博士班,私立,總計,-,10700,608.000
女,博士班,私立,因傷病,-,10700,45.000
女,博士班,私立,因經濟困難,-,10700,6.000
女,博士班,私立,因學業志趣,-,10700,8.000
女,博士班,私立,因工作需求,-,10700,208.000
女,博士班,私立,因懷孕,-,10700,12.000
女,博士班,私立,因育嬰,-,10700,47.000
女,博士班,私立,其他原因,-,10700,282.000
女,博士班,私立,因學業成績不佳,-,10700,6.000
女,博士班,私立,因志趣不合,-,10700,2.000
女,博士班,私立,因出國,-,10700,12.000
女,博士班,私立,因論文撰寫,-,10700,164.000
女,博士班,私立,因家人傷病,-,10700,19.000
女,博士班,私立,因考試訓練,-,10700,2.000
女,博士班,私立,其他,-,10700,85.000
男,學士班,總計,總計,-,10700,32498.000
男,學士班,總計,因傷病,-,10700,1340.000
男,學士班,總計,因經濟困難,-,10700,1944.000
男,學士班,總計,因學業志趣,-,10700,8746.000
男,學士班,總計,因工作需求,-,10700,7074.000
男,學士班,總計,因育嬰,-,10700,56.000
男,學士班,總計,其他原因,-,10700,13338.000
男,學士班,總計,因學業成績不佳,-,10700,2682.000
男,學士班,總計,因志趣不合,-,10700,6064.000
男,學士班,總計,因兵役,-,10700,3377.000
男,學士班,總計,因出國,-,10700,1190.000
男,學士班,總計,因論文撰寫,-,10700,10.000
男,學士班,總計,因適應不良,-,10700,502.000
男,學士班,總計,因家人傷病,-,10700,648.000
男,學士班,總計,因考試訓練,-,10700,352.000
男,學士班,總計,其他,-,10700,7259.000
男,學士班,公立,總計,-,10700,7340.000
男,學士班,公立,因傷病,-,10700,369.000
男,學士班,公立,因經濟困難,-,10700,261.000
男,學士班,公立,因學業志趣,-,10700,2746.000
男,學士班,公立,因工作需求,-,10700,1214.000
男,學士班,公立,因育嬰,-,10700,20.000
男,學士班,公立,其他原因,-,10700,2730.000
男,學士班,公立,因學業成績不佳,-,10700,741.000
男,學士班,公立,因志趣不合,-,10700,2005.000
男,學士班,公立,因兵役,-,10700,415.000
男,學士班,公立,因出國,-,10700,403.000
男,學士班,公立,因論文撰寫,-,10700,7.000
男,學士班,公立,因適應不良,-,10700,187.000
男,學士班,公立,因家人傷病,-,10700,173.000
男,學士班,公立,因考試訓練,-,10700,124.000
男,學士班,公立,其他,-,10700,1421.000
男,學士班,私立,總計,-,10700,25158.000
男,學士班,私立,因傷病,-,10700,971.000
男,學士班,私立,因經濟困難,-,10700,1683.000
男,學士班,私立,因學業志趣,-,10700,6000.000
男,學士班,私立,因工作需求,-,10700,5860.000
男,學士班,私立,因育嬰,-,10700,36.000
男,學士班,私立,其他原因,-,10700,10608.000
男,學士班,私立,因學業成績不佳,-,10700,1941.000
男,學士班,私立,因志趣不合,-,10700,4059.000
男,學士班,私立,因兵役,-,10700,2962.000
男,學士班,私立,因出國,-,10700,787.000
男,學士班,私立,因論文撰寫,-,10700,3.000
男,學士班,私立,因適應不良,-,10700,315.000
男,學士班,私立,因家人傷病,-,10700,475.000
男,學士班,私立,因考試訓練,-,10700,228.000
男,學士班,私立,其他,-,10700,5838.000
總計,二專日間,總計,總計,-,10700,114.000
總計,二專日間,總計,因傷病,-,10700,4.000
總計,二專日間,總計,因經濟困難,-,10700,18.000
總計,二專日間,總計,因學業志趣,-,10700,51.000
總計,二專日間,總計,因工作需求,-,10700,15.000
總計,二專日間,總計,其他原因,-,10700,26.000
總計,二專日間,總計,因學業成績不佳,-,10700,3.000
總計,二專日間,總計,因志趣不合,-,10700,48.000
總計,二專日間,總計,因兵役,-,10700,2.000
總計,二專日間,總計,因適應不良,-,10700,4.000
總計,二專日間,總計,因考試訓練,-,10700,1.000
總計,二專日間,總計,其他,-,10700,19.000
總計,二專日間,公立,總計,-,10700,65.000
總計,二專日間,公立,因傷病,-,10700,3.000
總計,二專日間,公立,因經濟困難,-,10700,13.000
總計,二專日間,公立,因學業志趣,-,10700,30.000
總計,二專日間,公立,因工作需求,-,10700,5.000
總計,二專日間,公立,其他原因,-,10700,14.000
總計,二專日間,公立,因志趣不合,-,10700,30.000
總計,二專日間,公立,因適應不良,-,10700,4.000
總計,二專日間,公立,因考試訓練,-,10700,1.000
總計,二專日間,公立,其他,-,10700,9.000
總計,二專日間,私立,總計,-,10700,49.000
總計,二專日間,私立,因傷病,-,10700,1.000
總計,二專日間,私立,因經濟困難,-,10700,5.000
總計,二專日間,私立,因學業志趣,-,10700,21.000
總計,二專日間,私立,因工作需求,-,10700,10.000
總計,二專日間,私立,其他原因,-,10700,12.000
總計,二專日間,私立,因學業成績不佳,-,10700,3.000
總計,二專日間,私立,因志趣不合,-,10700,18.000
總計,二專日間,私立,因兵役,-,10700,2.000
總計,二專日間,私立,其他,-,10700,10.000
男,碩士日間,私立,因兵役,-,10700,342.000
男,碩士日間,私立,因出國,-,10700,61.000
男,碩士日間,私立,因論文撰寫,-,10700,472.000
男,碩士日間,私立,因適應不良,-,10700,16.000
男,碩士日間,私立,因家人傷病,-,10700,67.000
男,碩士日間,私立,因考試訓練,-,10700,43.000
男,碩士日間,私立,其他,-,10700,626.000
總計,學士班,總計,總計,-,10700,56635.000
總計,學士班,總計,因傷病,-,10700,3173.000
總計,學士班,總計,因經濟困難,-,10700,3898.000
總計,學士班,總計,因學業志趣,-,10700,15427.000
總計,學士班,總計,因工作需求,-,10700,12130.000
總計,學士班,總計,因懷孕,-,10700,376.000
總計,學士班,總計,因育嬰,-,10700,510.000
總計,學士班,總計,其他原因,-,10700,21121.000
總計,學士班,總計,因學業成績不佳,-,10700,4092.000
總計,學士班,總計,因志趣不合,-,10700,11335.000
總計,學士班,總計,因兵役,-,10700,3408.000
總計,學士班,總計,因出國,-,10700,2868.000
總計,學士班,總計,因論文撰寫,-,10700,12.000
總計,學士班,總計,因適應不良,-,10700,959.000
總計,學士班,總計,因家人傷病,-,10700,1149.000
總計,學士班,總計,因考試訓練,-,10700,598.000
總計,學士班,總計,其他,-,10700,12127.000
總計,學士班,公立,總計,-,10700,12457.000
總計,學士班,公立,因傷病,-,10700,783.000
總計,學士班,公立,因經濟困難,-,10700,433.000
總計,學士班,公立,因學業志趣,-,10700,4515.000
總計,學士班,公立,因工作需求,-,10700,1933.000
總計,學士班,公立,因懷孕,-,10700,48.000
總計,學士班,公立,因育嬰,-,10700,125.000
總計,學士班,公立,其他原因,-,10700,4620.000
總計,學士班,公立,因學業成績不佳,-,10700,1065.000
總計,學士班,公立,因志趣不合,-,10700,3450.000
總計,學士班,公立,因兵役,-,10700,419.000
總計,學士班,公立,因出國,-,10700,907.000
總計,學士班,公立,因論文撰寫,-,10700,9.000
總計,學士班,公立,因適應不良,-,10700,306.000
總計,學士班,公立,因家人傷病,-,10700,305.000
總計,學士班,公立,因考試訓練,-,10700,222.000
總計,學士班,公立,其他,-,10700,2452.000
總計,學士班,私立,總計,-,10700,44178.000
總計,學士班,私立,因傷病,-,10700,2390.000
總計,學士班,私立,因經濟困難,-,10700,3465.000
總計,學士班,私立,因學業志趣,-,10700,10912.000
總計,學士班,私立,因工作需求,-,10700,10197.000
總計,學士班,私立,因懷孕,-,10700,328.000
總計,學士班,私立,因育嬰,-,10700,385.000
總計,學士班,私立,其他原因,-,10700,16501.000
總計,學士班,私立,因學業成績不佳,-,10700,3027.000
總計,學士班,私立,因志趣不合,-,10700,7885.000
總計,學士班,私立,因兵役,-,10700,2989.000
總計,學士班,私立,因出國,-,10700,1961.000
總計,學士班,私立,因論文撰寫,-,10700,3.000
總計,學士班,私立,因適應不良,-,10700,653.000
總計,學士班,私立,因家人傷病,-,10700,844.000
總計,學士班,私立,因考試訓練,-,10700,376.000
總計,學士班,私立,其他,-,10700,9675.000
女,碩士日間,總計,總計,-,10700,9350.000
女,碩士日間,總計,因傷病,-,10700,399.000
女,碩士日間,總計,因經濟困難,-,10700,393.000
女,碩士日間,總計,因學業志趣,-,10700,580.000
女,碩士日間,總計,因工作需求,-,10700,3096.000
女,碩士日間,總計,因懷孕,-,10700,181.000
女,碩士日間,總計,因育嬰,-,10700,653.000
女,碩士日間,總計,其他原因,-,10700,4048.000
女,碩士日間,總計,因學業成績不佳,-,10700,197.000
女,碩士日間,總計,因志趣不合,-,10700,383.000
女,碩士日間,總計,因兵役,-,10700,1.000
女,碩士日間,總計,因出國,-,10700,291.000
